SURVYEAR	LFSSTAT	PROV	SEX	TENURE	UNION	HRLYEARN	EDUC	AGE
1999	Employed,	ON	Male	8	NA	NA	Some PS	30-44
1999	Employed,	ON	Female	5	No	6.85	Some PS	30-44
1999	Unemployed	ON	Male	NA	NA	NA	Some PS	30-44
1999	Employed,	ON	Female	240	No	16.18	HS Grad	30-44
1999	Employed,	QU	Male	130	NA	NA	Some PS	45-59
1999	Employed,	ON	Female	56	Yes	13.55	HS Grad	30-44
1999	Employed,	AL	Male	86	No	18.46	HS Grad	30-44
1999	Employed,	QU	Male	240	Yes	22	Some PS	60+
1999	Unemployed	BC	Female	NA	NA	NA	BA or More	30-44
1999	Employed,	ON	Female	7	Yes	18.46	BA or More	15-29
1999	Employed,	BC	Female	49	No	11	BA or More	45-59
1999	Employed,	ON	Male	43	No	8.1	Some PS	15-29
1999	Unemployed	ON	Male	NA	NA	NA	Some PS	30-44
1999	Employed,	ON	Female	67	No	7.69	Some PS	30-44
1999	Employed,	QU	Male	43	NA	NA	Some PS	30-44
1999	Employed,	QU	Female	2	No	13.04	Some PS	45-59
1999	Employed,	BC	Female	14	Yes	8	Some PS	15-29
1999	Employed,	QU	Male	46	No	12.25	HS Dropout	45-59
1999	Employed,	ON	Male	11	No	30.29	Some PS	30-44
1999	Employed,	ON	Female	2	No	38.46	BA or More	30-44
1999	Employed,	ON	Female	55	Yes	19.43	HS Grad	30-44
1999	Employed,	ON	Female	9	No	7	HS Dropout	15-29
1999	Employed,	QU	Male	71	No	26.63	BA or More	45-59
1999	Employed,	QU	Male	240	NA	NA	BA or More	60+
1999	Employed,	QU	Male	240	Yes	20.5	HS Dropout	45-59
1999	Employed,	ON	Male	75	Yes	18	HS Grad	15-29
1999	Employed,	AL	Female	44	No	4.15	HS Dropout	45-59
1999	Employed,	QU	Female	6	No	6.9	Some PS	15-29
1999	Employed,	BC	Female	60	No	14.42	Some PS	45-59
1999	Employed,	QU	Female	87	Yes	28.83	BA or More	45-59
1999	Employed,	AL	Female	211	No	10.96	HS Grad	30-44
1999	Employed,	ON	Male	104	No	12	HS Grad	15-29
1999	Employed,	ON	Male	240	Yes	19.3	BA or More	45-59
1999	Employed,	QU	Female	240	No	12.34	HS Grad	45-59
1999	Employed,	QU	Female	7	Yes	28.83	BA or More	45-59
1999	Employed,	AL	Male	115	Yes	24.33	Some PS	30-44
1999	Employed,	ON	Male	128	Yes	24.5	Some PS	30-44
1999	Unemployed	ON	Male	NA	NA	NA	HS Dropout	15-29
1999	Employed,	ON	Female	178	Yes	22.5	Some PS	60+
1999	Employed,	ON	Male	227	NA	NA	Some PS	45-59
1999	Employed,	AL	Female	47	No	12	BA or More	15-29
1999	Employed,	QU	Male	7	No	24.04	Some PS	30-44
1999	Employed,	ON	Male	41	No	12	Some PS	45-59
1999	Employed,	ON	Male	70	NA	NA	BA or More	60+
1999	Employed,	ON	Female	25	No	8	HS Dropout	45-59
1999	Employed,	ON	Female	137	No	10.03	HS Grad	30-44
1999	Employed,	QU	Female	111	No	13.46	HS Grad	60+
1999	Employed,	ON	Male	99	NA	NA	HS Dropout	30-44
1999	Employed,	ON	Female	47	No	14	HS Grad	30-44
1999	Unemployed	QU	Male	NA	NA	NA	Some PS	30-44
1999	Employed,	AL	Male	94	No	20	HS Dropout	30-44
1999	Employed,	BC	Female	94	No	11.54	HS Grad	30-44
1999	Employed,	QU	Male	240	No	31	Some PS	30-44
1999	Employed,	ON	Female	240	Yes	16.5	Some PS	30-44
1999	Employed,	ON	Male	240	No	29.4	BA or More	45-59
1999	Employed,	ON	Female	21	NA	NA	BA or More	30-44
1999	Employed,	BC	Male	41	No	14.42	Some PS	30-44
1999	Employed,	AL	Male	51	NA	NA	HS Dropout	30-44
1999	Employed,	QU	Female	240	No	11.55	HS Dropout	30-44
1999	Employed,	AL	Male	2	No	5.6	Some PS	15-29
1999	Unemployed	ON	Male	NA	NA	NA	Some PS	30-44
1999	Employed,	ON	Female	150	No	13.85	HS Grad	45-59
1999	Employed,	QU	Female	8	Yes	12.19	BA or More	15-29
1999	Employed,	AL	Male	239	NA	NA	Some PS	45-59
1999	Employed,	ON	Female	13	No	8.08	HS Dropout	60+
1999	Employed,	QU	Male	135	NA	NA	Some PS	45-59
1999	Employed,	ON	Female	53	No	14.05	HS Grad	15-29
1999	Unemployed	QU	Male	NA	NA	NA	HS Dropout	30-44
1999	Employed,	QU	Female	21	No	6.9	Some PS	15-29
1999	Employed,	AL	Male	2	No	6	Some PS	15-29
1999	Employed,	QU	Female	159	No	11.01	Some PS	45-59
1999	Unemployed	BC	Male	NA	NA	NA	HS Grad	30-44
1999	Employed,	ON	Male	1	No	24.04	Some PS	30-44
1999	Employed,	AL	Male	3	No	14.5	Some PS	15-29
1999	Employed,	QU	Female	2	No	8	Some PS	15-29
1999	Employed,	ON	Female	95	No	12.5	Some PS	15-29
1999	Employed,	QU	Female	240	No	16	Some PS	30-44
1999	Employed,	ON	Female	28	No	6.85	HS Dropout	15-29
1999	Employed,	QU	Male	22	No	22.5	Some PS	30-44
1999	Employed,	ON	Male	91	NA	NA	Some PS	30-44
1999	Employed,	QU	Female	41	No	7	HS Dropout	45-59
1999	Employed,	ON	Female	67	No	9.5	Some PS	15-29
1999	Employed,	AL	Male	47	No	24.04	BA or More	30-44
1999	Employed,	ON	Male	240	No	40.63	BA or More	30-44
1999	Employed,	ON	Male	14	No	14.42	HS Dropout	30-44
1999	Employed,	QU	Female	75	NA	NA	HS Dropout	45-59
1999	Employed,	AL	Male	154	No	33.5	Some PS	30-44
1999	Employed,	AL	Female	25	No	11.54	Some PS	45-59
1999	Employed,	ON	Male	43	No	38.46	Some PS	30-44
1999	Employed,	ON	Male	116	Yes	28.85	BA or More	45-59
1999	Employed,	ON	Male	105	Yes	24.73	Some PS	30-44
1999	Employed,	ON	Male	240	NA	NA	HS Dropout	45-59
1999	Employed,	QU	Male	164	Yes	25	Some PS	30-44
1999	Employed,	ON	Male	120	NA	NA	Some PS	45-59
1999	Employed,	ON	Male	240	Yes	25	HS Dropout	45-59
1999	Employed,	BC	Male	195	Yes	18	HS Dropout	30-44
1999	Employed,	BC	Male	94	No	23	Some PS	45-59
1999	Employed,	ON	Female	149	No	16.83	HS Dropout	45-59
1999	Employed,	ON	Male	17	No	10	Some PS	45-59
1999	Employed,	AL	Male	4	Yes	16	HS Grad	15-29
1999	Employed,	QU	Female	51	No	7.8	Some PS	45-59
1999	Employed,	QU	Male	11	No	7	Some PS	15-29
1999	Employed,	QU	Female	14	No	8.5	HS Grad	30-44
1999	Employed,	BC	Male	1	No	8	HS Dropout	15-29
1999	Employed,	ON	Female	66	No	12.86	Some PS	30-44
1999	Employed,	ON	Male	240	Yes	21	HS Grad	30-44
1999	Employed,	ON	Female	126	No	8.1	BA or More	15-29
1999	Employed,	ON	Female	18	No	6.85	HS Grad	15-29
1999	Employed,	ON	Male	6	No	12	HS Dropout	30-44
1999	Employed,	QU	Male	54	NA	NA	Some PS	30-44
1999	Unemployed	QU	Female	NA	NA	NA	Some PS	30-44
1999	Unemployed	BC	Male	NA	NA	NA	Some PS	15-29
1999	Employed,	ON	Female	240	Yes	27.88	HS Dropout	30-44
1999	Unemployed	QU	Male	NA	NA	NA	HS Dropout	45-59
1999	Employed,	ON	Male	133	NA	NA	HS Dropout	60+
1999	Employed,	ON	Male	7	No	16	HS Dropout	60+
1999	Employed,	ON	Male	15	No	8	Some PS	15-29
1999	Employed,	BC	Male	87	No	10.5	Some PS	15-29
1999	Employed,	ON	Male	3	No	9	HS Grad	15-29
1999	Employed,	BC	Female	19	No	8	HS Dropout	45-59
1999	Employed,	ON	Male	102	No	15	HS Grad	30-44
1999	Employed,	QU	Male	228	Yes	24	HS Dropout	30-44
1999	Unemployed	BC	Male	NA	NA	NA	HS Dropout	15-29
1999	Employed,	ON	Female	47	NA	NA	Some PS	45-59
1999	Employed,	ON	Female	240	No	16.67	HS Grad	30-44
1999	Employed,	QU	Male	70	Yes	8.75	Some PS	30-44
1999	Employed,	ON	Male	12	No	28.21	Some PS	30-44
1999	Employed,	AL	Female	26	NA	NA	Some PS	30-44
1999	Employed,	ON	Female	141	Yes	32.97	BA or More	60+
1999	Employed,	ON	Female	5	No	11.28	Some PS	15-29
1999	Employed,	ON	Female	9	No	7	HS Grad	30-44
1999	Employed,	QU	Female	82	No	11	HS Dropout	30-44
1999	Employed,	ON	Female	71	No	17	Some PS	45-59
1999	Employed,	QU	Male	240	No	15	HS Grad	45-59
1999	Employed,	QU	Male	130	No	15	Some PS	45-59
1999	Employed,	BC	Male	10	NA	NA	HS Grad	30-44
1999	Employed,	ON	Male	240	NA	NA	BA or More	60+
1999	Employed,	ON	Male	5	No	6.85	HS Dropout	15-29
1999	Employed,	ON	Male	10	NA	NA	BA or More	30-44
1999	Employed,	ON	Male	108	NA	NA	BA or More	60+
1999	Employed,	QU	Female	240	Yes	24.18	Some PS	45-59
1999	Unemployed	AL	Female	NA	NA	NA	Some PS	60+
1999	Employed,	AL	Female	13	No	9	HS Grad	15-29
1999	Employed,	ON	Male	151	No	17.31	Some PS	60+
1999	Employed,	AL	Male	240	NA	NA	HS Grad	30-44
1999	Employed,	QU	Female	15	No	6.8	HS Dropout	15-29
1999	Employed,	ON	Male	116	Yes	19.2	HS Grad	15-29
1999	Employed,	ON	Female	43	No	6.75	BA or More	15-29
1999	Employed,	QU	Female	23	No	7	BA or More	15-29
1999	Employed,	AL	Female	143	No	11	HS Dropout	45-59
1999	Employed,	ON	Male	108	Yes	20	Some PS	30-44
1999	Employed,	BC	Male	39	NA	NA	Some PS	45-59
1999	Employed,	ON	Female	107	Yes	19.49	HS Grad	30-44
1999	Employed,	AL	Male	79	No	14.5	HS Dropout	30-44
1999	Employed,	AL	Male	85	No	34.62	Some PS	30-44
1999	Employed,	ON	Male	132	No	20.5	HS Dropout	30-44
1999	Employed,	ON	Male	240	Yes	25	Some PS	60+
1999	Employed,	ON	Male	8	No	8	HS Dropout	45-59
1999	Employed,	AL	Female	130	Yes	15	Some PS	30-44
1999	Employed,	ON	Male	19	NA	NA	HS Dropout	30-44
1999	Employed,	ON	Male	240	NA	NA	BA or More	45-59
1999	Employed,	AL	Female	75	No	24.16	Some PS	30-44
1999	Employed,	ON	Female	178	No	14.56	HS Grad	30-44
1999	Employed,	ON	Male	240	No	67.58	Some PS	45-59
1999	Employed,	QU	Male	39	No	30.77	BA or More	30-44
1999	Employed,	AL	Male	48	No	14.69	Some PS	15-29
1999	Employed,	BC	Male	73	Yes	28	Some PS	45-59
1999	Employed,	ON	Male	5	No	16.25	Some PS	15-29
1999	Employed,	QU	Female	67	NA	NA	Some PS	30-44
1999	Employed,	ON	Male	27	Yes	14	Some PS	45-59
1999	Employed,	QU	Male	1	No	7	Some PS	15-29
1999	Employed,	ON	Male	240	NA	NA	HS Dropout	60+
1999	Employed,	QU	Female	18	No	12.5	HS Grad	15-29
1999	Employed,	ON	Male	3	No	8	HS Dropout	15-29
1999	Employed,	ON	Male	154	NA	NA	Some PS	30-44
1999	Employed,	ON	Male	13	No	21.63	HS Grad	30-44
1999	Employed,	BC	Male	61	No	8	Some PS	15-29
1999	Employed,	ON	Male	240	Yes	40.87	BA or More	45-59
1999	Employed,	ON	Female	115	Yes	31.25	BA or More	30-44
1999	Employed,	AL	Female	240	NA	NA	HS Dropout	60+
1999	Employed,	ON	Male	62	No	19.5	HS Grad	30-44
1999	Employed,	QU	Male	85	Yes	8.9	HS Grad	45-59
1999	Employed,	ON	Male	11	No	15	Some PS	30-44
1999	Employed,	ON	Female	151	No	14.5	HS Dropout	30-44
1999	Employed,	BC	Female	22	Yes	18.96	Some PS	15-29
1999	Employed,	QU	Male	8	No	11	BA or More	15-29
1999	Employed,	ON	Male	3	No	17	Some PS	30-44
1999	Employed,	AL	Female	37	No	11.73	BA or More	30-44
1999	Employed,	QU	Female	4	Yes	21	Some PS	30-44
1999	Employed,	QU	Female	59	Yes	16.25	Some PS	15-29
1999	Employed,	BC	Male	44	No	12.5	Some PS	45-59
1999	Employed,	ON	Male	40	No	15.38	BA or More	30-44
1999	Employed,	BC	Female	82	No	7.15	HS Dropout	45-59
1999	Employed,	QU	Male	240	Yes	16.18	HS Dropout	45-59
1999	Employed,	ON	Male	240	NA	NA	Some PS	45-59
1999	Employed,	BC	Male	236	No	28.57	Some PS	45-59
1999	Employed,	ON	Male	20	No	7.25	HS Grad	15-29
1999	Employed,	ON	Female	7	No	6.95	HS Dropout	15-29
1999	Employed,	AL	Female	44	No	16.31	Some PS	45-59
1999	Employed,	ON	Female	50	No	3.43	HS Dropout	60+
1999	Employed,	ON	Female	63	No	16	Some PS	30-44
1999	Employed,	AL	Female	6	Yes	8	HS Grad	15-29
1999	Employed,	AL	Male	7	No	11.54	Some PS	15-29
1999	Employed,	QU	Female	200	No	5	HS Dropout	45-59
1999	Employed,	QU	Male	86	No	35.71	BA or More	30-44
1999	Employed,	ON	Female	19	NA	NA	HS Dropout	30-44
1999	Employed,	QU	Male	240	NA	NA	BA or More	45-59
1999	Employed,	ON	Male	240	NA	NA	HS Grad	60+
1999	Employed,	QU	Female	63	No	7.15	HS Grad	30-44
1999	Employed,	ON	Male	6	No	15.87	Some PS	30-44
1999	Unemployed	BC	Female	NA	NA	NA	HS Grad	15-29
1999	Employed,	QU	Female	75	NA	NA	BA or More	60+
1999	Employed,	ON	Male	240	Yes	23	HS Dropout	30-44
1999	Employed,	ON	Female	2	No	9	Some PS	15-29
1999	Employed,	QU	Male	20	No	27.47	BA or More	15-29
1999	Employed,	ON	Female	5	No	22	BA or More	45-59
1999	Employed,	ON	Female	39	NA	NA	BA or More	30-44
1999	Employed,	AL	Male	148	No	14.4	HS Dropout	30-44
1999	Employed,	BC	Female	13	No	7.5	HS Grad	15-29
1999	Employed,	ON	Female	41	No	7	Some PS	15-29
1999	Employed,	ON	Female	47	No	7.21	BA or More	30-44
1999	Employed,	QU	Male	63	NA	NA	Some PS	45-59
1999	Employed,	QU	Female	20	No	20.67	Some PS	30-44
1999	Employed,	BC	Female	51	NA	NA	Some PS	30-44
1999	Employed,	BC	Female	53	No	18.46	Some PS	30-44
1999	Employed,	BC	Female	39	No	10	HS Dropout	30-44
1999	Employed,	QU	Male	1	No	9.68	HS Dropout	60+
1999	Employed,	AL	Female	6	NA	NA	HS Dropout	30-44
1999	Employed,	AL	Male	1	No	6	HS Grad	15-29
1999	Employed,	ON	Male	18	No	19.66	HS Grad	30-44
1999	Unemployed	ON	Male	NA	NA	NA	HS Grad	30-44
1999	Employed,	QU	Male	6	No	7	HS Dropout	45-59
1999	Employed,	ON	Female	127	Yes	25	BA or More	30-44
1999	Employed,	AL	Female	21	NA	NA	HS Dropout	15-29
1999	Employed,	QU	Male	5	No	10	HS Grad	30-44
1999	Employed,	QU	Female	3	No	8.5	Some PS	45-59
1999	Unemployed	AL	Female	NA	NA	NA	HS Grad	30-44
1999	Employed,	QU	Male	3	No	9	Some PS	15-29
1999	Employed,	BC	Male	1	Yes	25	Some PS	45-59
1999	Employed,	BC	Male	159	No	10	HS Dropout	30-44
1999	Employed,	QU	Female	240	Yes	21.79	Some PS	45-59
1999	Employed,	QU	Female	240	Yes	23.08	Some PS	30-44
1999	Employed,	QU	Female	106	NA	NA	HS Dropout	45-59
1999	Employed,	BC	Male	43	No	7.5	Some PS	15-29
1999	Employed,	AL	Female	16	Yes	11.69	HS Dropout	30-44
1999	Employed,	ON	Female	7	No	7.15	HS Dropout	15-29
1999	Employed,	ON	Female	142	No	8.75	BA or More	15-29
1999	Employed,	ON	Male	203	Yes	24.62	Some PS	45-59
1999	Employed,	ON	Female	22	No	15	BA or More	30-44
1999	Employed,	ON	Male	240	Yes	21.43	HS Dropout	45-59
1999	Employed,	ON	Male	16	NA	NA	BA or More	45-59
1999	Employed,	QU	Female	20	NA	NA	Some PS	15-29
1999	Employed,	BC	Male	12	No	8	HS Dropout	15-29
1999	Employed,	BC	Male	91	No	12.69	Some PS	30-44
1999	Unemployed	ON	Male	NA	NA	NA	HS Grad	15-29
1999	Employed,	QU	Male	44	Yes	24.49	Some PS	30-44
1999	Employed,	BC	Female	91	Yes	35.26	BA or More	30-44
1999	Employed,	BC	Male	240	No	28.85	HS Dropout	45-59
1999	Employed,	ON	Female	4	No	7	HS Dropout	15-29
1999	Employed,	AL	Male	2	No	7.5	Some PS	30-44
1999	Employed,	QU	Female	240	Yes	19.23	Some PS	45-59
1999	Employed,	ON	Male	131	No	13.21	Some PS	60+
1999	Employed,	ON	Female	29	NA	NA	Some PS	15-29
1999	Employed,	BC	Male	27	NA	NA	HS Grad	15-29
1999	Employed,	AL	Female	2	NA	NA	HS Dropout	15-29
1999	Employed,	ON	Female	56	Yes	16.28	HS Dropout	30-44
1999	Employed,	BC	Female	21	No	5.5	HS Dropout	45-59
1999	Unemployed	ON	Female	NA	NA	NA	HS Dropout	15-29
1999	Employed,	ON	Female	19	No	7	HS Dropout	45-59
1999	Employed,	ON	Male	240	No	57.69	BA or More	45-59
1999	Employed,	AL	Male	3	No	6	HS Grad	15-29
1999	Employed,	QU	Male	1	No	22	BA or More	15-29
1999	Employed,	ON	Male	1	No	20	HS Grad	30-44
1999	Employed,	ON	Male	35	NA	NA	Some PS	30-44
1999	Employed,	ON	Female	33	Yes	34.19	BA or More	45-59
1999	Employed,	QU	Male	21	No	11	HS Dropout	45-59
1999	Employed,	ON	Male	60	No	19.23	Some PS	15-29
1999	Employed,	QU	Male	240	No	18	BA or More	45-59
1999	Employed,	ON	Male	105	No	24.04	BA or More	45-59
1999	Unemployed	ON	Female	NA	NA	NA	HS Dropout	45-59
1999	Employed,	QU	Male	8	Yes	9.01	HS Dropout	15-29
1999	Employed,	QU	Male	150	Yes	13.07	HS Dropout	30-44
1999	Employed,	BC	Male	24	No	33.65	BA or More	45-59
1999	Employed,	AL	Male	108	No	7.5	HS Grad	60+
1999	Employed,	ON	Female	15	NA	NA	HS Grad	30-44
1999	Employed,	ON	Female	6	No	24.04	Some PS	30-44
1999	Employed,	QU	Male	106	Yes	11.63	HS Dropout	15-29
1999	Employed,	ON	Female	101	No	10.68	HS Dropout	30-44
1999	Employed,	AL	Female	240	Yes	16.9	BA or More	45-59
1999	Employed,	QU	Female	5	NA	NA	Some PS	45-59
1999	Employed,	QU	Female	46	No	13.75	BA or More	45-59
1999	Employed,	ON	Female	46	Yes	13.22	HS Grad	45-59
1999	Employed,	BC	Male	9	No	11	Some PS	30-44
1999	Employed,	QU	Female	87	NA	NA	Some PS	15-29
1999	Employed,	ON	Female	7	No	8.96	Some PS	45-59
1999	Employed,	ON	Female	240	Yes	14.16	HS Grad	45-59
1999	Employed,	BC	Male	240	NA	NA	Some PS	60+
1999	Employed,	QU	Male	203	Yes	22	Some PS	30-44
1999	Unemployed	BC	Female	NA	NA	NA	Some PS	30-44
1999	Employed,	QU	Male	47	No	14	HS Dropout	45-59
1999	Employed,	ON	Male	46	Yes	20	Some PS	30-44
1999	Employed,	ON	Female	2	No	6.85	HS Dropout	30-44
1999	Employed,	BC	Female	64	Yes	14.45	HS Grad	15-29
1999	Employed,	ON	Male	113	No	19.23	Some PS	30-44
1999	Employed,	ON	Male	51	NA	NA	Some PS	60+
1999	Employed,	AL	Male	15	No	17	HS Dropout	45-59
1999	Employed,	ON	Male	10	No	6.4	HS Dropout	15-29
1999	Employed,	ON	Male	240	Yes	23	HS Grad	45-59
1999	Employed,	BC	Male	22	No	7.25	Some PS	15-29
1999	Employed,	QU	Male	75	No	8	HS Dropout	30-44
1999	Employed,	QU	Male	15	No	16.88	Some PS	30-44
1999	Employed,	ON	Male	6	No	12.22	BA or More	30-44
1999	Employed,	ON	Female	2	No	8	HS Grad	30-44
1999	Employed,	ON	Male	17	No	13	BA or More	15-29
1999	Employed,	QU	Male	19	No	18.75	Some PS	30-44
1999	Employed,	ON	Male	240	No	49.45	Some PS	45-59
1999	Employed,	QU	Female	44	Yes	4.29	HS Dropout	30-44
1999	Unemployed	QU	Male	NA	NA	NA	HS Grad	15-29
1999	Employed,	QU	Male	155	Yes	25.87	Some PS	30-44
1999	Employed,	BC	Male	45	NA	NA	BA or More	45-59
1999	Employed,	ON	Male	63	Yes	16.41	Some PS	30-44
1999	Employed,	ON	Male	55	Yes	13.99	Some PS	15-29
1999	Employed,	ON	Female	103	Yes	30.22	BA or More	30-44
1999	Employed,	ON	Female	98	No	7.5	HS Grad	60+
1999	Employed,	ON	Female	124	No	14	HS Grad	30-44
1999	Employed,	ON	Male	12	No	12.5	Some PS	15-29
1999	Employed,	ON	Male	72	Yes	22.5	HS Grad	15-29
1999	Employed,	QU	Male	2	No	41.21	BA or More	15-29
1999	Employed,	ON	Female	55	NA	NA	BA or More	30-44
1999	Employed,	BC	Female	91	NA	NA	Some PS	45-59
1999	Unemployed	ON	Male	NA	NA	NA	Some PS	45-59
1999	Employed,	QU	Male	10	NA	NA	HS Dropout	45-59
1999	Unemployed	BC	Female	NA	NA	NA	HS Dropout	45-59
1999	Employed,	QU	Male	224	Yes	43.08	BA or More	45-59
1999	Employed,	ON	Male	210	Yes	15	HS Dropout	45-59
1999	Employed,	ON	Male	3	No	32.31	Some PS	15-29
1999	Employed,	ON	Male	21	No	22.7	BA or More	30-44
1999	Employed,	QU	Male	240	NA	NA	HS Dropout	45-59
1999	Employed,	ON	Female	7	No	7.21	Some PS	15-29
1999	Employed,	AL	Female	71	Yes	11.82	Some PS	15-29
1999	Employed,	QU	Male	1	No	19.23	BA or More	45-59
1999	Unemployed	ON	Male	NA	NA	NA	Some PS	30-44
1999	Employed,	ON	Male	212	No	35.8	Some PS	45-59
1999	Employed,	ON	Male	35	No	15	HS Grad	60+
1999	Employed,	ON	Female	15	No	10.77	HS Dropout	15-29
1999	Employed,	ON	Female	111	NA	NA	BA or More	45-59
1999	Employed,	AL	Male	126	No	32.21	Some PS	30-44
1999	Employed,	ON	Female	111	Yes	19.78	Some PS	45-59
1999	Employed,	QU	Male	4	Yes	13	HS Dropout	30-44
1999	Unemployed	QU	Female	NA	NA	NA	HS Dropout	30-44
1999	Employed,	BC	Male	27	NA	NA	HS Dropout	30-44
1999	Employed,	BC	Female	34	Yes	26	BA or More	30-44
1999	Employed,	ON	Female	5	No	6.85	HS Dropout	30-44
1999	Employed,	BC	Female	9	NA	NA	BA or More	30-44
1999	Employed,	ON	Male	216	Yes	14.43	Some PS	30-44
1999	Employed,	ON	Female	10	No	17	Some PS	15-29
1999	Employed,	QU	Female	54	No	7	Some PS	60+
1999	Employed,	BC	Male	6	No	13.2	BA or More	30-44
1999	Employed,	QU	Male	111	NA	NA	Some PS	15-29
1999	Employed,	QU	Male	172	Yes	29.85	Some PS	30-44
1999	Employed,	BC	Female	25	No	7.15	HS Dropout	30-44
1999	Employed,	QU	Male	15	No	10	HS Grad	15-29
1999	Employed,	ON	Male	207	Yes	27	Some PS	45-59
1999	Employed,	QU	Male	14	No	6.9	HS Dropout	15-29
1999	Unemployed	QU	Female	NA	NA	NA	HS Grad	30-44
1999	Employed,	QU	Male	123	NA	NA	HS Grad	45-59
1999	Employed,	ON	Male	240	Yes	24	HS Dropout	45-59
1999	Employed,	ON	Male	63	No	35.9	BA or More	45-59
1999	Employed,	ON	Male	130	No	51.28	BA or More	45-59
1999	Employed,	AL	Male	240	Yes	17.09	HS Grad	30-44
1999	Employed,	ON	Female	143	Yes	17.95	BA or More	30-44
1999	Employed,	BC	Female	139	Yes	30.77	BA or More	45-59
1999	Employed,	QU	Male	83	No	21.63	Some PS	30-44
1999	Employed,	ON	Male	39	No	42.31	BA or More	30-44
1999	Employed,	AL	Female	23	No	10.92	HS Grad	15-29
1999	Employed,	ON	Male	14	NA	NA	HS Dropout	15-29
1999	Employed,	ON	Female	51	NA	NA	Some PS	30-44
1999	Employed,	ON	Female	28	No	13	Some PS	30-44
1999	Employed,	ON	Male	238	No	27.88	BA or More	45-59
1999	Employed,	ON	Male	7	No	12	HS Dropout	15-29
1999	Employed,	QU	Female	6	No	7.5	Some PS	15-29
1999	Employed,	ON	Male	9	No	9	HS Grad	15-29
1999	Employed,	ON	Female	111	No	10	Some PS	15-29
1999	Employed,	ON	Male	59	No	12	HS Grad	30-44
1999	Employed,	ON	Female	5	No	8	Some PS	30-44
1999	Employed,	BC	Male	129	No	9.5	HS Grad	15-29
1999	Employed,	QU	Female	240	Yes	23	Some PS	45-59
1999	Employed,	AL	Female	15	No	10	Some PS	30-44
1999	Employed,	ON	Female	49	NA	NA	Some PS	30-44
1999	Employed,	ON	Female	11	No	6.85	Some PS	15-29
1999	Employed,	ON	Female	11	No	6.85	HS Dropout	15-29
1999	Employed,	ON	Female	114	No	19.89	Some PS	30-44
1999	Employed,	BC	Male	75	No	9	HS Dropout	60+
1999	Employed,	BC	Male	34	NA	NA	Some PS	30-44
1999	Employed,	AL	Female	58	No	8.5	Some PS	15-29
1999	Employed,	AL	Male	216	No	8.1	Some PS	45-59
1999	Unemployed	QU	Male	NA	NA	NA	Some PS	60+
1999	Employed,	QU	Female	231	NA	NA	HS Dropout	45-59
1999	Employed,	ON	Female	22	No	6.85	HS Dropout	15-29
1999	Employed,	AL	Male	11	No	10.5	HS Dropout	15-29
1999	Employed,	ON	Male	163	No	7.85	HS Grad	30-44
1999	Employed,	ON	Male	45	No	43.08	BA or More	45-59
1999	Employed,	ON	Female	48	No	7.1	HS Grad	45-59
1999	Employed,	BC	Male	240	NA	NA	Some PS	45-59
1999	Unemployed	QU	Female	NA	NA	NA	HS Dropout	30-44
1999	Unemployed	ON	Male	NA	NA	NA	HS Grad	15-29
1999	Employed,	ON	Male	240	No	15.91	HS Grad	30-44
1999	Employed,	ON	Female	187	Yes	18	Some PS	45-59
1999	Employed,	QU	Female	108	Yes	23	Some PS	30-44
1999	Employed,	ON	Male	190	NA	NA	BA or More	60+
1999	Unemployed	BC	Male	NA	NA	NA	Some PS	45-59
1999	Employed,	AL	Female	195	NA	NA	Some PS	30-44
1999	Employed,	BC	Female	26	No	22	HS Grad	45-59
1999	Employed,	BC	Male	137	No	19.23	HS Dropout	30-44
1999	Employed,	ON	Female	240	No	9.64	HS Dropout	45-59
1999	Employed,	BC	Male	85	No	40.38	BA or More	15-29
1999	Employed,	AL	Female	82	Yes	18.46	Some PS	30-44
1999	Employed,	ON	Male	44	NA	NA	BA or More	30-44
1999	Employed,	QU	Female	5	NA	NA	HS Dropout	60+
1999	Employed,	BC	Male	16	NA	NA	Some PS	45-59
1999	Employed,	BC	Male	23	No	13	Some PS	15-29
1999	Employed,	ON	Female	73	No	23.39	BA or More	30-44
1999	Employed,	ON	Male	13	No	25	BA or More	15-29
1999	Employed,	QU	Female	7	No	9	Some PS	15-29
1999	Employed,	QU	Male	98	Yes	21.74	HS Grad	30-44
1999	Employed,	QU	Male	23	No	7	HS Dropout	15-29
2000	Employed,	AL	Male	58	No	16.15	BA or More	30-44
2000	Employed,	QU	Female	117	Yes	10.15	HS Dropout	45-59
2000	Employed,	ON	Female	19	Yes	24.07	BA or More	15-29
2000	Employed,	BC	Female	3	No	8	HS Dropout	15-29
2000	Employed,	QU	Female	152	Yes	20.21	Some PS	30-44
2000	Employed,	AL	Female	142	NA	NA	BA or More	30-44
2000	Employed,	QU	Male	240	Yes	19.56	HS Grad	45-59
2000	Employed,	QU	Female	133	No	15.56	HS Grad	30-44
2000	Employed,	ON	Female	84	NA	NA	BA or More	30-44
2000	Employed,	AL	Male	94	No	15	HS Dropout	30-44
2000	Employed,	ON	Female	130	No	19.71	BA or More	30-44
2000	Employed,	ON	Male	38	No	25	BA or More	30-44
2000	Employed,	ON	Female	28	No	9.62	BA or More	45-59
2000	Employed,	ON	Male	162	No	38.46	Some PS	45-59
2000	Employed,	ON	Male	240	NA	NA	Some PS	45-59
